ID,region,ownd,kids,inc,sex,wlth,hv,incmed,incavg,low,npro,gifdol,gifl,gifr,mdon,lag,gifa,Predicted_Donor,Predicted_Donation_Amount
2323,ter3,0,1,3,1,5,154,18,37,26,101,79,20,20,28,4,10.32,0,0.0
2325,ter1,1,0,1,1,9,140,39,46,12,25,56,18,8,20,6,16.03,1,13.113049491030521
2326,ter4,1,2,4,1,5,268,56,60,3,31,73,10,11,21,16,6.11,1,14.755518442192699
2329,ter5,1,3,4,0,9,195,63,73,2,42,58,20,10,21,5,15.64,1,13.490448199348723
2334,ter1,1,2,2,0,9,153,32,44,14,23,55,12,8,19,6,6.63,0,0.0
2335,ter1,1,2,4,0,4,229,66,69,1,132,338,22,6,37,6,13.98,1,13.981315311155509
2336,ter2,1,2,4,0,9,92,21,23,44,102,124,4,1,19,5,2.63,1,12.39525202855635
2343,ter1,1,1,4,0,2,98,18,26,33,74,95,18,22,22,5,10.28,1,14.299557855925567
2347,ter3,1,0,7,1,4,102,15,22,68,26,58,27,21,10,3,10.45,1,16.630924523778507
2354,ter5,1,3,4,0,9,335,94,94,0,17,29,9,7,23,14,10.83,1,12.96320335832855
2365,ter2,1,3,4,1,2,227,91,91,3,66,94,36,25,15,3,12.83,1,13.729115142900142
2367,ter2,0,3,2,0,9,118,45,45,6,125,218,15,8,21,6,12.34,1,11.460042870793494
2368,ter3,1,1,4,0,3,278,37,58,7,15,40,23,25,14,7,10.89,1,15.062940641668682
2374,ter2,1,2,7,0,9,175,36,41,4,51,68,11,11,16,14,4.32,1,13.073051127192192
2375,ter2,0,2,4,1,8,76,11,21,55,76,86,13,8,16,6,10.13,1,12.623532923178566
2378,ter2,0,2,7,1,8,129,21,36,11,81,100,13,9,14,9,9.0,1,12.784002634961787
2380,ter4,1,0,2,0,3,150,30,36,28,71,98,4,4,24,3,3.87,1,14.61396226368163
2382,ter5,1,3,4,1,8,178,49,49,7,49,71,5,6,18,7,6.71,1,12.242716950854204
2385,ter2,1,0,5,1,4,111,21,35,24,28,43,43,20,16,9,15.07,1,15.054413705731957
2405,ter1,1,3,7,1,6,142,21,47,41,42,77,22,18,11,8,13.67,0,0.0
2409,ter1,1,3,5,1,4,186,25,65,26,81,154,7,7,16,4,4.95,0,0.0
2417,ter2,0,2,3,1,8,215,73,73,5,39,72,17,14,16,8,13.63,1,12.478273111481702
2418,ter5,1,2,4,0,8,111,20,34,39,33,61,30,24,22,25,13.35,1,14.573991743278942
2423,ter4,1,2,7,0,1,94,33,33,34,49,71,16,6,30,4,13.86,0,0.0
2425,ter5,1,2,1,1,8,318,138,138,0,71,189,31,20,13,5,16.03,1,13.866362029765439
2434,ter4,1,5,7,1,9,194,58,58,3,57,681,681,34,20,8,18.72,1,16.510283049584423
2436,ter3,1,0,4,0,1,165,55,55,17,134,273,15,7,24,7,8.82,1,15.312398873988121
2443,ter5,1,2,4,0,8,294,58,79,1,61,86,14,10,26,6,9.9,1,13.51754233767884
2446,ter1,0,2,1,1,8,149,39,43,11,19,45,20,12,20,7,10.98,0,0.0
2448,ter5,1,2,4,1,9,271,50,65,15,37,64,30,30,15,7,19.75,1,15.299501722575652
2450,ter1,0,3,2,1,8,184,49,51,17,11,38,13,8,24,5,11.58,0,0.0
2451,ter5,1,2,3,0,9,144,40,41,6,45,49,15,24,17,3,7.35,0,0.0
2452,ter2,1,3,3,1,2,119,28,35,9,21,56,15,6,30,3,7.48,1,11.475446023139193
2457,ter3,1,2,4,1,9,219,75,79,2,74,82,14,12,19,24,12.58,1,14.746755826986366
2459,ter5,1,3,2,1,8,149,19,38,17,17,54,12,9,21,3,9.38,0,0.0
2468,ter1,1,4,4,0,8,171,63,63,9,45,57,32,16,18,4,15.22,1,13.076830500547112
2473,ter5,1,3,7,1,8,213,83,106,2,115,288,20,11,22,6,10.37,1,14.510567093384557
2478,ter1,1,2,4,1,2,153,33,60,26,76,124,19,24,21,6,5.69,1,13.694004259448224
2480,ter1,1,1,4,1,9,271,55,68,3,61,125,6,5,22,15,5.12,1,13.003088084220897
2482,ter5,1,0,1,1,7,215,80,89,4,101,240,5,6,13,5,6.44,1,12.894958318327197
2491,ter1,1,2,6,1,9,213,59,60,3,82,168,14,19,21,11,7.38,1,13.823859792891007
2493,ter1,0,2,4,1,1,220,54,92,8,47,66,58,43,15,4,17.35,1,14.70449063709205
2501,ter3,0,3,7,1,2,136,21,29,26,49,93,47,36,12,10,22.31,0,0.0
2504,ter2,1,2,3,0,8,194,67,67,6,67,111,12,20,22,7,10.46,1,13.416100206892521
2507,ter2,0,3,7,0,8,120,29,39,24,70,103,37,26,21,6,22.63,1,14.758952492590064
2510,ter3,1,2,4,1,6,205,40,68,4,86,97,12,8,20,5,12.91,1,14.484735997167789
2514,ter3,1,3,4,0,5,89,8,19,53,81,136,6,4,18,6,7.92,1,13.689230958177236
2518,ter2,0,4,2,0,8,150,40,52,12,48,74,11,7,19,14,11.68,0,0.0
2520,ter2,1,0,7,0,8,89,23,27,47,44,62,30,39,17,5,14.31,1,16.705318953955693
2529,ter5,0,3,2,0,9,298,70,123,0,79,133,29,25,17,18,12.1,0,0.0
2531,ter2,0,3,7,0,9,195,44,66,9,38,62,22,20,31,8,20.95,0,0.0
2534,ter1,0,3,4,0,7,99,14,34,58,82,101,16,17,24,11,8.78,1,12.857373124242843
2539,ter5,1,4,4,1,3,187,42,43,9,24,92,92,32,17,14,22.48,1,14.361822508853072
2540,ter4,1,2,5,1,8,153,31,56,27,69,95,32,32,18,5,15.97,0,0.0
2546,ter1,1,2,7,1,9,106,13,24,29,27,52,6,5,38,1,7.57,0,0.0
2558,ter5,1,0,4,0,7,74,17,30,38,106,119,5,2,15,6,3.4,1,13.597236988266612
2569,ter5,1,1,4,1,9,184,39,52,12,85,133,16,26,16,8,15.74,1,15.24868022389873
2575,ter1,1,1,5,1,9,92,8,21,74,21,48,36,19,20,9,11.24,0,0.0
2576,ter1,0,2,4,0,9,315,58,72,1,63,88,14,10,17,3,15.88,1,13.017536884513696
2583,ter2,1,2,1,1,2,157,30,42,38,31,44,8,5,18,10,4.67,1,11.148236949900113
2587,ter4,1,2,2,1,8,166,40,40,11,15,36,20,7,9,4,8.57,0,0.0
2589,ter3,0,5,6,0,3,115,21,55,8,71,382,382,95,19,3,54.65,0,0.0
2591,ter3,1,1,2,1,8,168,27,51,8,67,66,3,3,14,7,5.93,1,12.98326910771333
2595,ter3,1,0,1,1,8,85,23,30,41,66,107,4,4,7,8,4.54,1,13.1739928351009
2611,ter4,1,2,5,1,8,177,46,68,4,12,35,5,3,26,9,6.26,0,0.0
2613,ter3,1,3,1,0,8,267,96,96,2,56,83,13,12,25,4,19.4,1,13.839733498579683
2618,ter1,1,0,4,1,8,132,25,40,31,51,72,23,12,16,8,15.47,1,14.80346442312726
2619,ter2,1,2,6,0,8,283,51,86,7,104,174,34,43,14,4,15.42,1,15.975177317271418
2620,ter1,1,2,5,0,2,107,35,35,28,93,189,56,48,21,5,35.59,0,0.0
2622,ter2,1,2,5,0,5,125,21,46,35,11,32,9,11,18,7,7.82,1,13.316665098401726
2637,ter5,0,0,4,0,9,118,18,30,32,11,47,5,4,39,23,4.13,1,12.70437833688141
2640,ter2,0,3,4,1,9,195,34,59,12,43,70,16,9,15,17,18.82,1,12.695818139153854
2642,ter2,1,1,5,1,9,345,88,115,3,100,304,12,6,22,9,8.22,1,14.351744038698461
2643,ter1,1,1,2,1,7,225,36,79,9,60,156,29,22,13,10,12.78,1,13.849240014880055
2647,ter2,1,0,7,1,1,192,46,46,18,18,50,32,28,23,9,15.43,1,15.848266657240371
2654,ter1,1,2,4,0,9,79,11,22,51,11,41,21,14,18,4,10.36,1,13.51311928954441
2658,ter2,1,1,4,1,9,187,22,55,20,51,106,33,23,22,6,17.17,1,14.99589099019704
2669,ter1,1,0,5,0,4,192,32,63,6,22,69,69,27,19,4,11.92,1,15.141858217590084
2676,ter5,1,2,4,1,8,129,37,37,17,69,109,21,14,23,3,12.77,1,13.828151967166074
2682,ter1,1,4,5,0,3,123,17,28,45,59,79,36,29,40,6,15.6,0,0.0
2687,ter1,1,2,6,0,8,120,34,58,9,14,28,25,17,26,5,13.68,0,0.0
2689,ter3,1,2,1,1,4,173,25,47,21,17,51,16,17,12,8,10.42,0,0.0
2692,ter3,1,0,2,1,5,130,22,31,34,69,84,6,5,14,6,5.96,1,13.708499851444092
2693,ter2,1,3,7,1,9,263,45,49,6,28,72,13,10,15,6,7.26,1,12.83748012850698
2697,ter3,0,2,3,0,0,236,49,89,8,14,52,9,8,15,6,7.04,0,0.0
2710,ter4,1,3,2,1,8,183,40,54,10,79,123,18,13,22,8,12.17,0,0.0
2712,ter1,1,1,3,1,9,263,71,84,0,100,225,7,8,21,17,3.21,1,12.96164670113868
2721,ter1,1,1,4,0,7,264,57,82,3,64,94,7,5,40,4,4.37,1,13.147684247169751
2726,ter3,1,3,1,1,9,63,17,25,38,81,113,13,14,24,17,4.96,0,0.0
2727,ter5,1,3,2,1,2,327,51,68,5,20,82,9,5,20,4,8.3,0,0.0
2738,ter5,0,0,3,1,8,168,56,56,5,46,77,29,22,10,10,7.49,1,13.196666779387982
2739,ter5,1,3,3,0,8,108,28,28,27,131,173,10,13,16,6,4.62,1,12.563414616368933
2740,ter1,1,0,7,1,6,271,49,66,4,23,55,6,7,23,10,4.21,1,13.924866907089829
2746,ter5,1,2,5,0,4,313,46,77,10,9,33,16,9,23,6,14.21,0,0.0
2748,ter2,1,0,4,0,9,155,46,51,26,18,51,47,32,20,11,33.56,1,17.41124526551888
2754,ter3,1,4,7,1,5,196,39,43,15,8,25,4,2,30,11,3.57,0,0.0
2762,ter5,1,0,4,0,2,134,28,32,22,30,56,22,24,19,4,21.24,1,15.77248805745994
2766,ter2,1,2,2,1,9,198,30,66,5,60,112,5,6,15,8,3.93,1,11.522137685653908
2771,ter2,1,4,3,1,9,141,48,48,6,76,151,26,21,17,19,14.74,1,12.88644453665955
2772,ter1,1,2,5,1,9,197,38,60,4,40,63,7,4,20,2,5.89,1,12.701863476540277
2773,ter2,1,2,3,0,4,154,57,86,3,44,95,18,21,26,9,16.14,1,14.040427201045418
2774,ter5,0,0,2,0,6,173,49,49,12,32,63,15,12,18,3,8.91,1,12.43911732968059
2775,ter5,1,3,4,1,8,172,37,48,8,38,61,15,8,7,3,7.32,1,12.242717723580082
2784,ter1,0,3,4,1,8,93,6,34,62,79,193,24,11,17,6,10.24,1,12.75954850945157
2785,ter4,1,3,4,1,7,203,35,53,23,45,72,30,11,12,8,13.21,1,15.254368805429703
2786,ter4,1,2,3,1,9,235,29,44,12,35,58,28,19,17,7,16.15,0,0.0
2800,ter4,1,2,1,0,9,108,28,40,23,24,54,5,7,21,3,3.62,0,0.0
2803,ter4,1,3,5,1,8,185,54,54,9,35,55,15,14,18,5,9.0,0,0.0
2805,ter4,0,2,3,1,9,90,18,25,28,76,124,46,23,15,6,28.07,0,0.0
2812,ter3,1,2,4,0,8,223,47,64,10,55,105,20,14,21,8,14.44,1,14.927918931736443
2816,ter5,1,2,4,1,9,313,139,139,1,33,48,12,9,38,6,11.41,1,14.12150504370355
2823,ter2,1,2,4,1,9,154,22,35,29,57,96,38,24,15,3,17.73,1,14.561833260923045
2828,ter4,0,0,4,1,9,180,47,48,9,95,187,6,6,15,5,4.62,1,14.754791332720112
2836,ter4,1,4,7,1,6,180,45,50,18,82,111,66,50,23,5,19.06,1,18.061165292374632
2843,ter5,1,1,4,1,8,234,58,58,8,55,106,13,5,16,16,7.11,1,13.271785246550778
2845,ter2,1,5,7,1,8,208,37,47,4,87,149,61,41,20,18,11.91,1,14.136235467989259
2847,ter2,1,2,1,1,9,198,25,64,8,16,49,12,8,17,10,7.43,1,11.336156681618252
2848,ter1,1,2,7,0,6,186,33,54,10,44,72,6,8,13,5,6.07,0,0.0
2853,ter4,1,0,5,1,4,224,18,68,12,17,45,13,8,22,4,9.35,1,16.26459974814291
2857,ter1,1,3,6,0,2,196,45,56,2,78,248,15,13,17,9,9.21,0,0.0
2859,ter3,1,1,2,0,8,313,110,110,0,79,112,102,58,15,11,19.23,1,17.345359435367694
2862,ter2,1,1,7,0,9,150,28,36,18,89,339,4,4,17,9,7.04,1,14.01048519971199
2879,ter3,1,2,4,1,6,175,37,48,11,82,171,37,28,15,3,10.5,1,15.061347190221129
2882,ter1,1,4,7,1,0,194,48,66,9,29,46,4,5,29,6,5.39,0,0.0
2889,ter2,1,3,6,0,5,175,38,47,6,80,165,4,5,11,13,6.29,1,12.367625996872787
2898,ter4,1,4,4,0,8,139,19,57,24,22,57,13,9,17,13,7.74,1,14.238266928624407
2901,ter1,1,3,2,0,9,232,81,81,8,82,149,18,16,12,15,9.6,1,12.542469886603273
2904,ter4,1,1,4,0,8,171,37,51,13,57,96,13,12,18,3,13.37,1,16.173737522074013
2905,ter5,1,2,2,1,9,308,68,68,3,89,102,20,16,28,3,20.36,1,14.092404093081546
2906,ter2,0,3,4,0,8,115,21,38,13,89,166,18,17,13,3,12.58,1,12.465364122626665
2908,ter5,0,4,4,0,8,216,52,58,2,102,239,28,22,14,7,15.99,1,13.024386930675517
2911,ter1,0,4,5,0,4,102,10,31,31,68,82,19,17,27,18,19.3,0,0.0
2919,ter5,0,3,2,1,1,193,20,43,22,72,105,10,9,22,8,11.99,0,0.0
2921,ter4,1,0,4,0,8,136,21,46,24,14,40,18,15,19,3,8.81,1,16.195949049426886
2923,ter3,1,4,4,1,6,125,25,36,20,82,158,11,5,18,4,8.19,1,12.961606892258638
2926,ter3,1,3,4,1,9,130,24,36,21,25,58,16,9,16,8,7.79,1,13.283485813407825
2936,ter1,1,3,2,1,4,217,41,68,11,36,67,31,12,16,5,13.88,0,0.0
2937,ter1,1,0,3,0,9,121,29,38,13,26,60,25,18,18,9,13.55,1,14.211890718248075
2948,ter3,1,4,6,0,8,126,26,34,38,21,57,5,5,20,5,3.68,0,0.0
2950,ter5,1,3,2,0,8,186,47,47,18,103,164,15,15,36,10,15.25,0,0.0
2952,ter3,0,3,4,0,2,152,31,44,9,37,52,12,4,13,5,13.12,0,0.0
2957,ter5,1,3,2,0,8,86,13,21,56,29,62,10,8,23,6,7.38,0,0.0
2958,ter1,1,0,3,0,8,103,22,40,37,8,33,20,7,15,7,14.72,1,14.084135310794972
2959,ter5,1,4,2,1,9,287,46,84,6,36,55,21,26,15,5,10.93,0,0.0
2964,ter2,1,3,4,0,7,487,94,161,0,113,183,24,12,13,7,6.61,1,13.48367563425588
2969,ter1,1,2,5,1,8,266,52,58,5,22,54,12,12,18,3,5.08,1,12.875493029112349
2987,ter1,1,2,4,0,7,102,33,42,27,18,57,41,22,22,7,15.88,1,14.289303391393476
2989,ter2,1,1,5,1,7,162,38,61,11,80,115,15,8,17,6,8.74,1,13.79642289784964
2999,ter1,1,0,4,0,9,143,30,38,21,66,103,21,19,15,9,11.15,1,14.64232611496584
3009,ter5,0,1,5,1,8,147,52,52,2,29,62,17,18,24,4,12.21,0,0.0
3012,ter5,1,2,2,0,5,156,34,50,17,82,103,4,4,14,12,5.54,0,0.0
3017,ter5,1,2,4,1,8,183,49,53,9,16,34,34,24,11,7,12.57,1,13.929382122714491
3022,ter5,1,2,4,1,2,105,27,40,18,73,82,18,11,24,5,18.2,1,14.210125000695626
3029,ter2,1,3,6,0,8,169,49,49,20,111,236,7,5,18,7,5.47,1,12.778380619899723
3032,ter3,1,4,4,0,8,86,14,20,43,28,57,44,23,19,12,12.03,1,14.157126075381607
3033,ter1,1,2,7,1,8,159,42,55,2,59,103,18,14,19,3,14.06,1,14.385451033627044
3034,ter5,1,2,2,1,6,80,16,23,56,79,114,15,9,13,6,9.24,0,0.0
3035,ter2,1,0,4,1,8,148,18,48,30,88,118,10,7,37,9,12.11,1,14.562550612337166
3037,ter2,1,3,1,0,8,79,13,19,57,79,113,19,13,13,3,12.4,1,12.240401608768648
3042,ter3,1,3,5,1,3,239,44,58,6,58,68,7,4,37,4,8.2,0,0.0
3044,ter5,1,2,4,1,2,160,45,54,6,38,51,51,18,18,7,20.33,1,14.456605518021012
3045,ter1,1,2,1,1,9,192,34,40,7,14,58,7,7,18,14,8.58,0,0.0
3049,ter3,1,2,4,0,1,164,31,49,10,23,48,26,36,16,4,16.72,1,15.70045812195393
3057,ter2,1,2,5,0,5,159,15,43,37,12,49,10,3,16,3,4.5,1,12.601585357367966
3061,ter5,1,2,2,1,3,83,19,21,52,45,61,5,4,37,6,3.93,0,0.0
3067,ter4,1,5,4,0,4,171,45,48,11,56,74,17,13,17,8,8.24,1,13.820186765630165
3069,ter3,1,2,2,0,9,190,37,42,17,81,155,44,22,21,5,22.22,1,15.318125051578651
3075,ter5,1,0,5,0,9,194,35,58,14,75,96,23,24,21,5,15.21,1,15.969477077736492
3076,ter5,1,1,4,0,3,164,52,60,4,73,92,7,4,17,5,4.93,1,12.956522787235146
3078,ter1,1,5,1,1,5,199,57,57,8,96,200,4,3,16,5,3.59,1,9.803275712502963
3083,ter4,1,1,4,1,4,173,61,66,2,46,113,76,27,19,4,24.17,1,17.76272199723563
3084,ter4,1,0,4,1,6,264,91,91,2,109,184,28,18,20,4,16.82,1,17.665164593758107
3088,ter4,1,3,4,0,8,122,29,43,22,46,87,48,18,35,5,21.63,1,16.53513765671071
3092,ter2,1,2,2,0,9,279,82,82,1,69,98,17,9,15,5,13.29,1,12.732741969729274
3093,ter5,1,5,4,1,9,154,79,79,3,9,33,4,3,12,11,4.31,1,10.99874862811837
3095,ter3,1,3,4,1,8,142,21,44,38,54,82,29,35,21,5,16.86,1,15.882343834669376
3101,ter1,0,1,3,1,6,81,24,25,26,81,144,9,6,27,4,6.06,0,0.0
3103,ter1,1,2,1,1,8,322,82,100,0,81,106,22,10,14,9,10.6,1,12.311361543243997
3106,ter2,1,5,2,1,7,93,31,32,29,31,69,61,31,18,7,53.32,1,16.22263381757937
3108,ter3,1,3,4,1,4,134,37,42,19,76,99,17,24,14,4,21.27,1,15.504823301476366
3115,ter2,1,2,5,1,8,122,21,43,26,51,74,7,4,18,7,3.95,1,12.638413492376497
3117,ter2,1,3,4,0,9,104,28,28,27,80,81,12,9,21,4,13.29,1,13.07131643419457
3121,ter3,1,2,7,1,2,219,44,50,8,61,99,30,30,20,7,17.66,0,0.0
3126,ter2,1,4,3,1,8,128,58,58,11,90,112,16,16,13,9,13.48,1,12.652827460273446
3131,ter5,1,0,7,0,7,123,30,31,29,31,48,32,32,24,7,13.73,1,16.338361411664113
3132,ter1,0,2,4,0,8,127,17,38,29,41,59,14,10,18,13,17.75,1,13.243092441285194
3135,ter2,0,3,5,1,2,125,16,27,39,34,51,9,8,17,5,9.21,0,0.0
3136,ter2,1,5,3,0,7,164,31,48,11,58,147,38,21,17,8,15.08,1,12.441800546830523
3145,ter5,0,4,3,0,6,129,27,54,15,40,63,26,12,13,7,17.58,0,0.0
3146,ter3,0,1,5,1,8,109,32,32,31,76,141,28,49,18,4,13.78,0,0.0
3147,ter5,1,2,4,1,8,196,39,45,8,64,70,4,5,29,6,5.69,1,12.648710691601105
3154,ter4,1,2,3,1,8,143,38,38,17,77,151,13,9,28,6,8.27,0,0.0
3155,ter3,1,3,4,1,8,218,55,61,1,19,44,16,4,15,7,9.07,1,13.043142164669062
3157,ter5,1,2,1,1,3,232,73,73,4,29,69,29,25,16,5,19.43,0,0.0
3162,ter3,0,2,4,0,1,291,109,109,1,91,320,8,7,14,7,6.99,1,13.508723144830597
3166,ter5,1,2,3,1,9,452,176,176,0,22,49,22,18,19,10,23.52,1,15.586348260956404
3169,ter1,1,1,4,1,8,128,21,37,20,48,50,8,10,18,7,7.3,1,13.24075863882166
3170,ter5,0,5,2,0,9,159,71,71,1,75,83,14,17,23,6,12.0,0,0.0
3173,ter1,1,3,1,0,3,151,39,61,3,57,76,10,6,19,11,7.63,0,0.0
3179,ter3,0,2,4,1,8,165,36,52,8,112,215,20,13,14,17,11.26,1,13.879547222591299
3181,ter5,1,3,5,0,8,180,28,67,1,17,42,38,16,12,4,20.05,0,0.0
3187,ter5,1,1,2,0,5,449,113,126,1,45,73,5,2,18,6,3.18,1,12.37602942627706
3188,ter5,1,4,4,1,8,211,40,66,10,88,119,38,20,19,9,9.83,1,13.154134740822995
3190,ter1,0,2,4,1,9,229,96,96,5,77,121,4,6,23,6,5.39,1,12.173664583389817
3200,ter2,1,3,1,0,8,497,185,185,1,67,103,39,37,19,5,17.4,1,14.51532862494462
3204,ter1,1,4,7,1,9,165,17,35,21,15,49,4,9,18,9,5.11,0,0.0
3209,ter5,1,4,2,1,8,302,61,93,1,39,70,64,18,13,8,18.36,1,12.931764133454063
3210,ter2,0,3,5,0,9,214,59,59,9,73,119,7,7,35,9,4.56,1,11.796528728965466
3219,ter5,1,3,3,1,4,90,42,42,5,116,572,15,5,13,6,15.9,1,13.28381774742798
3223,ter5,1,3,3,1,9,194,21,44,17,112,345,25,14,17,6,17.42,1,13.946461567695826
3225,ter2,0,4,2,1,9,206,24,40,29,88,345,11,8,17,6,8.09,1,10.80555564194026
3226,ter3,1,0,4,1,8,126,20,26,38,81,106,5,6,27,11,3.53,1,14.549066888084788
3229,ter4,1,3,7,0,0,350,53,83,0,29,70,37,14,13,10,21.69,0,0.0
3232,ter5,0,4,6,0,3,135,29,41,28,42,69,18,15,16,4,7.28,0,0.0
3234,ter3,1,3,4,0,9,114,36,40,17,67,82,7,6,15,4,3.64,1,12.905202130986455
3242,ter4,0,3,2,1,9,192,44,65,8,102,171,15,16,21,8,7.87,0,0.0
3252,ter2,1,2,5,1,8,166,25,55,6,107,241,10,7,11,5,7.59,1,13.24477082707097
3255,ter4,1,4,2,0,9,341,57,100,1,58,78,8,6,35,9,3.93,0,0.0
3256,ter5,1,3,4,1,6,84,22,27,39,24,45,7,6,23,11,4.82,1,12.24634829884152
3262,ter4,1,3,7,1,3,88,16,27,65,26,50,15,11,17,4,7.66,0,0.0
3267,ter3,1,4,4,1,9,142,33,39,8,107,182,6,8,21,3,4.4,1,12.742257546849984
3273,ter5,1,3,2,0,8,169,81,85,0,83,142,10,7,20,13,4.95,1,11.799459605752324
3276,ter5,1,3,7,1,0,129,29,43,33,75,140,19,24,15,5,17.38,0,0.0
3277,ter1,1,2,2,0,9,113,42,42,14,122,213,21,24,18,6,13.4,1,13.686315031810599
3278,ter3,1,2,6,1,8,298,88,88,2,66,89,4,4,20,7,5.79,1,14.057464786749787
3280,ter1,1,2,4,1,9,190,49,57,9,55,70,9,6,13,15,5.14,1,12.46322174140761
3291,ter2,1,3,7,0,0,216,68,68,1,38,57,12,11,26,11,9.51,1,13.246570679637943
3297,ter3,1,2,4,1,8,148,52,52,6,53,75,26,20,15,7,15.24,1,14.989704992906468
3300,ter4,0,1,4,1,8,279,52,61,2,32,66,7,6,21,8,6.14,1,14.174407962269802
3312,ter2,0,4,5,1,2,213,45,52,14,75,164,22,12,14,6,10.23,1,11.9058928069501
3317,ter5,1,3,6,0,8,162,39,39,19,62,73,22,12,28,6,12.89,0,0.0
3326,ter2,0,3,7,0,8,145,33,47,17,55,68,9,6,21,12,6.15,0,0.0
3331,ter2,1,2,4,1,9,294,90,90,0,57,116,31,20,39,5,17.75,1,14.657066846678307
3336,ter5,1,2,3,1,8,121,28,38,8,12,49,19,21,19,9,15.79,0,0.0
3337,ter2,1,2,4,1,9,148,45,66,1,36,51,17,7,14,10,6.63,1,12.418638146872677
3340,ter2,1,3,2,1,2,157,27,51,11,36,86,27,21,21,7,11.98,1,12.352682845935687
3346,ter2,1,2,5,1,9,324,55,74,5,48,64,17,15,15,11,15.15,1,14.220244415994035
3350,ter4,1,0,1,0,8,174,40,66,15,6,25,5,6,38,5,5.77,1,14.393050609567004
3352,ter5,1,0,3,1,9,112,12,32,39,79,136,27,28,18,6,12.95,1,15.379282351108198
3359,ter1,1,2,2,1,8,101,9,26,54,48,65,13,10,16,5,5.42,0,0.0
3361,ter1,1,3,6,1,9,123,19,41,34,103,251,20,22,16,4,12.94,1,14.481968748850802
3375,ter2,1,3,4,1,8,266,44,85,2,26,58,15,12,15,13,13.01,1,13.02661226415598
3376,ter2,0,2,2,0,7,156,46,49,5,62,80,12,14,11,4,10.1,1,11.49178862031656
3382,ter3,1,4,2,1,8,135,18,36,27,71,95,21,29,17,11,17.31,0,0.0
3386,ter2,1,0,4,1,9,287,53,82,0,50,108,10,9,19,12,10.14,1,14.030533030229888
3391,ter2,1,2,4,1,7,261,42,62,0,14,43,18,21,14,6,9.9,1,13.205685774793112
3393,ter3,1,2,1,1,8,127,33,45,13,88,102,20,8,19,4,14.24,1,13.319086595803864
3416,ter2,1,2,4,0,9,156,53,53,2,63,84,38,34,18,10,13.22,1,14.405041722313708
3420,ter4,1,3,7,0,7,208,48,57,8,21,47,6,8,14,6,3.23,0,0.0
3427,ter1,1,4,1,0,1,144,29,48,21,89,133,9,8,18,3,6.89,0,0.0
3431,ter4,1,2,4,1,8,145,21,42,36,81,77,4,2,12,3,2.07,1,14.414295381773927
3435,ter4,1,2,2,0,8,127,45,45,9,105,137,22,31,17,6,13.68,1,15.948029612183861
3437,ter5,1,3,4,1,6,117,29,33,24,35,76,24,25,15,3,12.77,1,13.715338704777016
3448,ter4,1,3,5,1,1,225,39,70,4,57,99,12,10,13,15,7.1,0,0.0
3450,ter5,1,0,4,1,8,148,31,40,18,79,127,8,6,12,7,4.34,1,13.516523362359102
3455,ter1,0,3,2,0,9,281,54,94,0,101,184,7,4,18,10,3.01,0,0.0
3457,ter3,1,2,2,1,9,171,19,46,16,82,135,8,6,17,4,8.5,1,13.164182771564136
3459,ter5,0,2,4,0,8,256,97,97,0,98,150,13,13,8,6,9.29,1,13.011067424297094
3466,ter2,1,1,4,1,8,103,16,32,28,49,81,12,6,23,5,10.92,1,13.46749880113715
3469,ter3,1,2,5,1,8,102,17,27,34,18,47,42,29,18,5,20.6,0,0.0
3470,ter1,1,1,6,0,9,135,41,53,12,5,44,44,42,19,9,17.72,0,0.0
3474,ter5,1,0,1,0,2,157,29,57,15,122,187,10,9,14,11,7.1,1,12.996048485523227
3476,ter5,1,3,4,1,5,100,13,31,42,46,88,12,4,39,4,7.16,1,12.67971434074436
3477,ter2,0,2,1,0,7,131,58,58,12,20,60,12,10,16,12,6.93,1,10.612627345810003
3480,ter4,1,2,6,0,5,117,23,34,20,53,70,27,16,22,7,12.03,0,0.0
3482,ter1,1,3,5,0,9,104,33,33,15,51,81,24,16,33,3,9.08,0,0.0
3491,ter5,1,2,3,0,0,131,25,36,9,25,53,22,18,12,4,14.69,0,0.0
3493,ter5,1,2,5,1,9,104,29,32,14,90,129,12,10,21,4,8.22,1,13.558901540390863
3495,ter5,1,5,2,0,2,325,84,101,0,68,101,50,31,16,3,14.88,1,12.908682349544696
3497,ter4,1,3,6,1,8,146,46,53,23,128,595,8,7,13,11,8.99,1,15.830410126366665
3500,ter4,1,4,5,1,9,117,22,51,34,51,95,15,9,18,5,7.36,0,0.0
3501,ter2,1,2,1,0,3,191,45,66,1,22,47,14,9,22,7,5.93,1,11.134268959701881
3502,ter1,1,2,2,0,8,202,38,65,7,49,85,19,18,17,13,12.74,0,0.0
3504,ter4,1,2,4,1,6,344,91,122,0,48,78,6,8,26,12,9.03,1,15.563530966869212
3506,ter2,1,2,4,1,1,453,107,107,1,53,82,10,6,10,7,6.81,1,12.721031928810417
3514,ter4,1,2,2,1,8,161,45,60,10,45,96,19,11,8,6,10.94,0,0.0
3519,ter3,1,0,4,0,4,204,55,62,8,66,227,227,68,14,27,23.78,1,19.09311108367918
3520,ter1,1,0,4,0,6,150,23,48,25,42,53,20,17,22,3,24.02,1,15.86699293213104
3525,ter2,1,4,3,0,0,206,33,55,18,64,118,9,7,19,6,6.56,1,11.47891900620681
